2002,ATL,0,0
2002,BOS,1,0
2002,NJN,1,0
2002,CHA,NA,NA
2002,CHI,0,0
2002,CLE,0,0
2002,DAL,1,1
2002,DEN,0,0
2002,DET,1,0
2002,GSW,0,0
2002,HOU,0,0
2002,IND,1,1
2002,LAC,0,0
2002,LAL,1,1
2002,MEM,0,0
2002,MIA,0,1
2002,MIL,0,1
2002,MIN,1,1
2002,CHH,1,1
2002,NYK,0,1
2002,SEA,1,0
2002,ORL,1,1
2002,PHI,1,1
2002,PHO,0,1
2002,POR,1,1
2002,SAC,1,1
2002,SAS,1,1
2002,TOR,1,1
2002,UTA,1,1
2002,WAS,0,0
2003,ATL,0,0
2003,BOS,1,1
2003,NJN,1,1
2003,CHA,NA,NA
2003,CHI,0,0
2003,CLE,0,0
2003,DAL,1,1
2003,DEN,0,0
2003,DET,1,1
2003,GSW,0,0
2003,HOU,0,0
2003,IND,1,1
2003,LAC,0,0
2003,LAL,1,1
2003,MEM,0,0
2003,MIA,0,0
2003,MIL,1,0
2003,MIN,1,1
2003,NOH,1,1
2003,NYK,0,0
2003,SEA,0,1
2003,ORL,1,1
2003,PHI,1,1
2003,PHO,1,0
2003,POR,1,1
2003,SAC,1,1
2003,SAS,1,1
2003,TOR,0,1
2003,UTA,1,1
2003,WAS,0,0
2004,ATL,0,0
2004,BOS,1,1
2004,NJN,1,1
2004,CHA,NA,NA
2004,CHI,0,0
2004,CLE,0,0
2004,DAL,1,1
2004,DEN,1,0
2004,DET,1,1
2004,GSW,0,0
2004,HOU,1,0
2004,IND,1,1
2004,LAC,0,0
2004,LAL,1,1
2004,MEM,1,0
2004,MIA,1,0
2004,MIL,1,1
2004,MIN,1,1
2004,NOH,1,1
2004,NYK,1,0
2004,SEA,0,0
2004,ORL,0,1
2004,PHI,0,1
2004,PHO,0,1
2004,POR,0,1
2004,SAC,1,1
2004,SAS,1,1
2004,TOR,0,0
2004,UTA,0,1
2004,WAS,0,0
2005,ATL,0,0
2005,BOS,1,1
2005,NJN,1,1
2005,CHA,0,NA
2005,CHI,1,0
2005,CLE,0,0
2005,DAL,1,1
2005,DEN,1,1
2005,DET,1,1
2005,GSW,0,0
2005,HOU,1,1
2005,IND,1,1
2005,LAC,0,0
2005,LAL,0,1
2005,MEM,1,1
2005,MIA,1,1
2005,MIL,0,1
2005,MIN,0,1
2005,NOH,0,1
2005,NYK,0,1
2005,SEA,1,0
2005,ORL,0,0
2005,PHI,1,0
2005,PHO,1,0
2005,POR,0,0
2005,SAC,1,1
2005,SAS,1,1
2005,TOR,0,0
2005,UTA,0,0
2005,WAS,1,0
2006,ATL,0,0
2006,BOS,0,1
2006,NJN,1,1
2006,CHA,0,0
2006,CHI,1,1
2006,CLE,1,0
2006,DAL,1,1
2006,DEN,1,1
2006,DET,1,1
2006,GSW,0,0
2006,HOU,0,1
2006,IND,1,1
2006,LAC,1,0
2006,LAL,1,0
2006,MEM,1,1
2006,MIA,1,1
2006,MIL,1,0
2006,MIN,0,0
2006,NOK,0,0
2006,NYK,0,0
2006,SEA,0,1
2006,ORL,0,0
2006,PHI,0,1
2006,PHO,1,1
2006,POR,0,0
2006,SAC,1,1
2006,SAS,1,1
2006,TOR,0,0
2006,UTA,0,0
2006,WAS,1,1
2007,ATL,0,0
2007,BOS,0,0
2007,NJN,1,1
2007,CHA,0,0
2007,CHI,1,1
2007,CLE,1,1
2007,DAL,1,1
2007,DEN,1,1
2007,DET,1,1
2007,GSW,1,0
2007,HOU,1,0
2007,IND,0,1
2007,LAC,0,1
2007,LAL,1,1
2007,MEM,0,1
2007,MIA,1,1
2007,MIL,0,1
2007,MIN,0,0
2007,NOK,0,0
2007,NYK,0,0
2007,SEA,0,0
2007,ORL,1,0
2007,PHI,0,0
2007,PHO,1,1
2007,POR,0,0
2007,SAC,0,1
2007,SAS,1,1
2007,TOR,1,0
2007,UTA,1,0
2007,WAS,1,1
2008,ATL,1,0
2008,BOS,1,0
2008,NJN,0,1
2008,CHA,0,0
2008,CHI,0,1
2008,CLE,1,1
2008,DAL,1,1
2008,DEN,1,1
2008,DET,1,1
2008,GSW,0,1
2008,HOU,1,1
2008,IND,0,0
2008,LAC,0,0
2008,LAL,1,1
2008,MEM,0,0
2008,MIA,0,1
2008,MIL,0,0
2008,MIN,0,0
2008,NOH,1,0
2008,NYK,0,0
2008,SEA,0,0
2008,ORL,1,1
2008,PHI,1,0
2008,PHO,1,1
2008,POR,0,0
2008,SAC,0,0
2008,SAS,1,1
2008,TOR,1,1
2008,UTA,1,1
2008,WAS,1,1
2009,ATL,1,1
2009,BOS,1,1
2009,NJN,0,0
2009,CHA,0,0
2009,CHI,1,0
2009,CLE,1,1
2009,DAL,1,1
2009,DEN,1,1
2009,DET,1,1
2009,GSW,0,0
2009,HOU,1,1
2009,IND,0,0
2009,LAC,0,0
2009,LAL,1,1
2009,MEM,0,0
2009,MIA,1,0
2009,MIL,0,0
2009,MIN,0,0
2009,NOH,1,1
2009,NYK,0,0
2009,OKC,0,0
2009,ORL,1,1
2009,PHI,1,1
2009,PHO,0,1
2009,POR,1,0
2009,SAC,0,0
2009,SAS,1,1
2009,TOR,0,1
2009,UTA,1,1
2009,WAS,0,1
2010,ATL,1,1
2010,BOS,1,1
2010,NJN,0,0
2010,CHA,1,0
2010,CHI,1,1
2010,CLE,1,1
2010,DAL,1,1
2010,DEN,1,1
2010,DET,0,1
2010,GSW,0,0
2010,HOU,0,1
2010,IND,0,0
2010,LAC,0,0
2010,LAL,1,1
2010,MEM,0,0
2010,MIA,1,1
2010,MIL,1,0
2010,MIN,0,0
2010,NOH,0,1
2010,NYK,0,0
2010,OKC,1,0
2010,ORL,1,1
2010,PHI,0,1
2010,PHO,1,0
2010,POR,1,1
2010,SAC,0,0
2010,SAS,1,1
2010,TOR,0,0
2010,UTA,1,1
2010,WAS,0,0
2011,ATL,1,1
2011,BOS,1,1
2011,NJN,0,0
2011,CHA,0,1
2011,CHI,1,1
2011,CLE,0,1
2011,DAL,1,1
2011,DEN,1,1
2011,DET,0,0
2011,GSW,0,0
2011,HOU,0,0
2011,IND,1,0
2011,LAC,0,0
2011,LAL,1,1
2011,MEM,1,0
2011,MIA,1,1
2011,MIL,0,1
2011,MIN,0,0
2011,NOH,1,0
2011,NYK,1,0
2011,OKC,1,1
2011,ORL,1,1
2011,PHI,1,0
2011,PHO,0,1
2011,POR,1,1
2011,SAC,0,0
2011,SAS,1,1
2011,TOR,0,0
2011,UTA,0,1
2011,WAS,0,0
2012,ATL,1,1
2012,BOS,1,1
2012,NJN,0,0
2012,CHA,0,0
2012,CHI,1,1
2012,CLE,0,0
2012,DAL,1,1
2012,DEN,1,1
2012,DET,0,0
2012,GSW,0,0
2012,HOU,0,0
2012,IND,1,1
2012,LAC,1,0
2012,LAL,1,1
2012,MEM,1,1
2012,MIA,1,1
2012,MIL,0,0
2012,MIN,0,0
2012,NOH,0,1
2012,NYK,1,1
2012,OKC,1,1
2012,ORL,1,1
2012,PHI,1,1
2012,PHO,0,0
2012,POR,0,1
2012,SAC,0,0
2012,SAS,1,1
2012,TOR,0,0
2012,UTA,1,0
2012,WAS,0,0
2013,ATL,1,1
2013,BOS,1,1
2013,BRK,1,0
2013,CHA,0,0
2013,CHI,1,1
2013,CLE,0,0
2013,DAL,0,1
2013,DEN,1,1
2013,DET,0,0
2013,GSW,1,0
2013,HOU,1,0
2013,IND,1,1
2013,LAC,1,1
2013,LAL,1,1
2013,MEM,1,1
2013,MIA,1,1
2013,MIL,1,0
2013,MIN,0,0
2013,NOH,0,0
2013,NYK,1,1
2013,OKC,1,1
2013,ORL,0,1
2013,PHI,0,1
2013,PHO,0,0
2013,POR,0,0
2013,SAC,0,0
2013,SAS,1,1
2013,TOR,0,0
2013,UTA,0,1
2013,WAS,0,0
2014,ATL,1,1
2014,BOS,0,1
2014,BRK,1,1
2014,CHA,1,0
2014,CHI,1,1
2014,CLE,0,0
2014,DAL,1,0
2014,DEN,0,1
2014,DET,0,0
2014,GSW,1,1
2014,HOU,1,1
2014,IND,1,1
2014,LAC,1,1
2014,LAL,0,1
2014,MEM,1,1
2014,MIA,1,1
2014,MIL,0,1
2014,MIN,0,0
2014,NOH,0,0
2014,NYK,0,1
2014,OKC,1,1
2014,ORL,0,0
2014,PHI,0,0
2014,PHO,0,0
2014,POR,1,0
2014,SAC,0,0
2014,SAS,1,1
2014,TOR,1,0
2014,UTA,0,0
2014,WAS,1,0
